pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
Lady Musgrave	scaffold_8189	23001	24000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	23001	24000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	23001	24000	NA	0	NA	NA	NA
Chicken	scaffold_8189	23001	24000	NA	0	NA	NA	NA
Davies	scaffold_8189	23001	24000	NA	0	NA	NA	NA
Heron	scaffold_8189	23001	24000	NA	0	NA	NA	NA
Davies	scaffold_8189	24001	25000	NA	0	NA	NA	NA
Chicken	scaffold_8189	24001	25000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	24001	25000	NA	0	NA	NA	NA
Heron	scaffold_8189	24001	25000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	24001	25000	NA	0	NA	NA	NA
Lizard	scaffold_8189	24001	25000	NA	0	NA	NA	NA
Moore	scaffold_8189	24001	25000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	24001	25000	NA	0	NA	NA	NA
Lizard	scaffold_8189	25001	26000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	25001	26000	NA	0	NA	NA	NA
Moore	scaffold_8189	25001	26000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	25001	26000	NA	0	NA	NA	NA
Heron	scaffold_8189	25001	26000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	25001	26000	NA	0	NA	NA	NA
Chicken	scaffold_8189	25001	26000	NA	0	NA	NA	NA
Davies	scaffold_8189	25001	26000	NA	0	NA	NA	NA
Davies	scaffold_8189	26001	27000	NA	0	NA	NA	NA
Chicken	scaffold_8189	26001	27000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	26001	27000	NA	0	NA	NA	NA
Heron	scaffold_8189	26001	27000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	26001	27000	NA	0	NA	NA	NA
Lizard	scaffold_8189	26001	27000	NA	0	NA	NA	NA
Moore	scaffold_8189	26001	27000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	26001	27000	NA	0	NA	NA	NA
Moore	scaffold_8189	27001	28000	NA	0	NA	NA	NA
Lizard	scaffold_8189	27001	28000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	27001	28000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	27001	28000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	27001	28000	NA	0	NA	NA	NA
Chicken	scaffold_8189	27001	28000	NA	0	NA	NA	NA
Davies	scaffold_8189	27001	28000	NA	0	NA	NA	NA
Heron	scaffold_8189	27001	28000	NA	0	NA	NA	NA
Moore	scaffold_8189	28001	29000	NA	0	NA	NA	NA
Lizard	scaffold_8189	28001	29000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	28001	29000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	28001	29000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	28001	29000	NA	0	NA	NA	NA
Chicken	scaffold_8189	28001	29000	NA	0	NA	NA	NA
Davies	scaffold_8189	28001	29000	NA	0	NA	NA	NA
Heron	scaffold_8189	28001	29000	NA	0	NA	NA	NA
Davies	scaffold_8189	29001	30000	NA	0	NA	NA	NA
Chicken	scaffold_8189	29001	30000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	29001	30000	NA	0	NA	NA	NA
Heron	scaffold_8189	29001	30000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	29001	30000	NA	0	NA	NA	NA
Lizard	scaffold_8189	29001	30000	NA	0	NA	NA	NA
Moore	scaffold_8189	29001	30000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	29001	30000	NA	0	NA	NA	NA
Lizard	scaffold_8189	30001	31000	NA	0	NA	NA	NA
Moore	scaffold_8189	30001	31000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	30001	31000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	30001	31000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	30001	31000	NA	0	NA	NA	NA
Chicken	scaffold_8189	30001	31000	NA	0	NA	NA	NA
Davies	scaffold_8189	30001	31000	NA	0	NA	NA	NA
Heron	scaffold_8189	30001	31000	NA	0	NA	NA	NA
Davies	scaffold_8189	31001	32000	NA	0	NA	NA	NA
Chicken	scaffold_8189	31001	32000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	31001	32000	NA	0	NA	NA	NA
Heron	scaffold_8189	31001	32000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	31001	32000	NA	0	NA	NA	NA
Lizard	scaffold_8189	31001	32000	NA	0	NA	NA	NA
Moore	scaffold_8189	31001	32000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	31001	32000	NA	0	NA	NA	NA
Moore	scaffold_8189	32001	33000	NA	0	NA	NA	NA
Lizard	scaffold_8189	32001	33000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	32001	33000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	32001	33000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	32001	33000	NA	0	NA	NA	NA
Chicken	scaffold_8189	32001	33000	NA	0	NA	NA	NA
Davies	scaffold_8189	32001	33000	NA	0	NA	NA	NA
Heron	scaffold_8189	32001	33000	NA	0	NA	NA	NA
Moore	scaffold_8189	33001	34000	NA	0	NA	NA	NA
Lizard	scaffold_8189	33001	34000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	33001	34000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	33001	34000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	33001	34000	NA	0	NA	NA	NA
Chicken	scaffold_8189	33001	34000	NA	0	NA	NA	NA
Davies	scaffold_8189	33001	34000	NA	0	NA	NA	NA
Heron	scaffold_8189	33001	34000	NA	0	NA	NA	NA
Davies	scaffold_8189	34001	35000	NA	0	NA	NA	NA
Chicken	scaffold_8189	34001	35000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	34001	35000	NA	0	NA	NA	NA
Heron	scaffold_8189	34001	35000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	34001	35000	NA	0	NA	NA	NA
Lizard	scaffold_8189	34001	35000	NA	0	NA	NA	NA
Moore	scaffold_8189	34001	35000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	34001	35000	NA	0	NA	NA	NA
Lizard	scaffold_8189	35001	36000	NA	0	NA	NA	NA
Moore	scaffold_8189	35001	36000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	35001	36000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	35001	36000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	35001	36000	NA	0	NA	NA	NA
Davies	scaffold_8189	35001	36000	NA	0	NA	NA	NA
Heron	scaffold_8189	35001	36000	NA	0	NA	NA	NA
Chicken	scaffold_8189	35001	36000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	36001	37000	NA	0	NA	NA	NA
Davies	scaffold_8189	36001	37000	NA	0	NA	NA	NA
Chicken	scaffold_8189	36001	37000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	36001	37000	NA	0	NA	NA	NA
Heron	scaffold_8189	36001	37000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	36001	37000	NA	0	NA	NA	NA
Lizard	scaffold_8189	36001	37000	NA	0	NA	NA	NA
Moore	scaffold_8189	36001	37000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	37001	38000	NA	0	NA	NA	NA
Moore	scaffold_8189	37001	38000	NA	0	NA	NA	NA
Lizard	scaffold_8189	37001	38000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	37001	38000	NA	0	NA	NA	NA
Chicken	scaffold_8189	37001	38000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	37001	38000	NA	0	NA	NA	NA
Davies	scaffold_8189	37001	38000	NA	0	NA	NA	NA
Heron	scaffold_8189	37001	38000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	38001	39000	NA	0	NA	NA	NA
Moore	scaffold_8189	38001	39000	NA	0	NA	NA	NA
Lizard	scaffold_8189	38001	39000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	38001	39000	NA	0	NA	NA	NA
Heron	scaffold_8189	38001	39000	NA	0	NA	NA	NA
Chicken	scaffold_8189	38001	39000	NA	0	NA	NA	NA
Davies	scaffold_8189	38001	39000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	38001	39000	NA	0	NA	NA	NA
Davies	scaffold_8189	39001	40000	NA	0	NA	NA	NA
Chicken	scaffold_8189	39001	40000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	39001	40000	NA	0	NA	NA	NA
Heron	scaffold_8189	39001	40000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	39001	40000	NA	0	NA	NA	NA
Lizard	scaffold_8189	39001	40000	NA	0	NA	NA	NA
Moore	scaffold_8189	39001	40000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	39001	40000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	40001	41000	NA	0	NA	NA	NA
Moore	scaffold_8189	40001	41000	NA	0	NA	NA	NA
Lizard	scaffold_8189	40001	41000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	40001	41000	NA	0	NA	NA	NA
Davies	scaffold_8189	40001	41000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	40001	41000	NA	0	NA	NA	NA
Chicken	scaffold_8189	40001	41000	NA	0	NA	NA	NA
Heron	scaffold_8189	40001	41000	NA	0	NA	NA	NA
Lizard	scaffold_8189	41001	42000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	41001	42000	NA	0	NA	NA	NA
Moore	scaffold_8189	41001	42000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	41001	42000	NA	0	NA	NA	NA
Chicken	scaffold_8189	41001	42000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	41001	42000	NA	0	NA	NA	NA
Heron	scaffold_8189	41001	42000	NA	0	NA	NA	NA
Davies	scaffold_8189	41001	42000	NA	0	NA	NA	NA
Davies	scaffold_8189	42001	43000	NA	0	NA	NA	NA
Chicken	scaffold_8189	42001	43000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	42001	43000	NA	0	NA	NA	NA
Heron	scaffold_8189	42001	43000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	42001	43000	NA	0	NA	NA	NA
Lizard	scaffold_8189	42001	43000	NA	0	NA	NA	NA
Moore	scaffold_8189	42001	43000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	42001	43000	NA	0	NA	NA	NA
Moore	scaffold_8189	43001	44000	NA	0	NA	NA	NA
Lizard	scaffold_8189	43001	44000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	43001	44000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	43001	44000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	43001	44000	NA	0	NA	NA	NA
Chicken	scaffold_8189	43001	44000	NA	0	NA	NA	NA
Davies	scaffold_8189	43001	44000	NA	0	NA	NA	NA
Heron	scaffold_8189	43001	44000	NA	0	NA	NA	NA
Moore	scaffold_8189	44001	45000	NA	0	NA	NA	NA
Lizard	scaffold_8189	44001	45000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	44001	45000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	44001	45000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	44001	45000	NA	0	NA	NA	NA
Chicken	scaffold_8189	44001	45000	NA	0	NA	NA	NA
Davies	scaffold_8189	44001	45000	NA	0	NA	NA	NA
Heron	scaffold_8189	44001	45000	NA	0	NA	NA	NA
Davies	scaffold_8189	45001	46000	NA	0	NA	NA	NA
Chicken	scaffold_8189	45001	46000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	45001	46000	NA	0	NA	NA	NA
Heron	scaffold_8189	45001	46000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	45001	46000	NA	0	NA	NA	NA
Lizard	scaffold_8189	45001	46000	NA	0	NA	NA	NA
Moore	scaffold_8189	45001	46000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	45001	46000	NA	0	NA	NA	NA
Moore	scaffold_8189	46001	47000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	46001	47000	NA	0	NA	NA	NA
Lizard	scaffold_8189	46001	47000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	46001	47000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	46001	47000	NA	0	NA	NA	NA
Chicken	scaffold_8189	46001	47000	NA	0	NA	NA	NA
Davies	scaffold_8189	46001	47000	NA	0	NA	NA	NA
Heron	scaffold_8189	46001	47000	NA	0	NA	NA	NA
Davies	scaffold_8189	47001	48000	NA	0	NA	NA	NA
Chicken	scaffold_8189	47001	48000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	47001	48000	NA	0	NA	NA	NA
Heron	scaffold_8189	47001	48000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	47001	48000	NA	0	NA	NA	NA
Lizard	scaffold_8189	47001	48000	NA	0	NA	NA	NA
Moore	scaffold_8189	47001	48000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	47001	48000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	48001	49000	NA	0	NA	NA	NA
Lizard	scaffold_8189	48001	49000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	48001	49000	NA	0	NA	NA	NA
Moore	scaffold_8189	48001	49000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	48001	49000	NA	0	NA	NA	NA
Chicken	scaffold_8189	48001	49000	NA	0	NA	NA	NA
Davies	scaffold_8189	48001	49000	NA	0	NA	NA	NA
Heron	scaffold_8189	48001	49000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	49001	50000	NA	0	NA	NA	NA
Lizard	scaffold_8189	49001	50000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	49001	50000	NA	0	NA	NA	NA
Moore	scaffold_8189	49001	50000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	49001	50000	NA	0	NA	NA	NA
Chicken	scaffold_8189	49001	50000	NA	0	NA	NA	NA
Davies	scaffold_8189	49001	50000	NA	0	NA	NA	NA
Heron	scaffold_8189	49001	50000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	50001	51000	NA	0	NA	NA	NA
Davies	scaffold_8189	50001	51000	NA	0	NA	NA	NA
Chicken	scaffold_8189	50001	51000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	50001	51000	NA	0	NA	NA	NA
Heron	scaffold_8189	50001	51000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	50001	51000	NA	0	NA	NA	NA
Lizard	scaffold_8189	50001	51000	NA	0	NA	NA	NA
Moore	scaffold_8189	50001	51000	NA	0	NA	NA	NA
Moore	scaffold_8189	51001	52000	NA	0	NA	NA	NA
Lizard	scaffold_8189	51001	52000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	51001	52000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	51001	52000	NA	0	NA	NA	NA
Heron	scaffold_8189	51001	52000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	51001	52000	NA	0	NA	NA	NA
Chicken	scaffold_8189	51001	52000	NA	0	NA	NA	NA
Davies	scaffold_8189	51001	52000	NA	0	NA	NA	NA
Davies	scaffold_8189	52001	53000	NA	0	NA	NA	NA
Chicken	scaffold_8189	52001	53000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	52001	53000	NA	0	NA	NA	NA
Heron	scaffold_8189	52001	53000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	52001	53000	NA	0	NA	NA	NA
Lizard	scaffold_8189	52001	53000	NA	0	NA	NA	NA
Moore	scaffold_8189	52001	53000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	52001	53000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	53001	54000	NA	0	NA	NA	NA
Moore	scaffold_8189	53001	54000	NA	0	NA	NA	NA
Lizard	scaffold_8189	53001	54000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	53001	54000	NA	0	NA	NA	NA
Davies	scaffold_8189	53001	54000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	53001	54000	NA	0	NA	NA	NA
Chicken	scaffold_8189	53001	54000	NA	0	NA	NA	NA
Heron	scaffold_8189	53001	54000	NA	0	NA	NA	NA
Lizard	scaffold_8189	54001	55000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	54001	55000	NA	0	NA	NA	NA
Moore	scaffold_8189	54001	55000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	54001	55000	NA	0	NA	NA	NA
Davies	scaffold_8189	54001	55000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	54001	55000	NA	0	NA	NA	NA
Chicken	scaffold_8189	54001	55000	NA	0	NA	NA	NA
Heron	scaffold_8189	54001	55000	NA	0	NA	NA	NA
Davies	scaffold_8189	55001	56000	NA	0	NA	NA	NA
Chicken	scaffold_8189	55001	56000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	55001	56000	NA	0	NA	NA	NA
Heron	scaffold_8189	55001	56000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	55001	56000	NA	0	NA	NA	NA
Lizard	scaffold_8189	55001	56000	NA	0	NA	NA	NA
Moore	scaffold_8189	55001	56000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	55001	56000	NA	0	NA	NA	NA
Lizard	scaffold_8189	56001	57000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	56001	57000	NA	0	NA	NA	NA
Moore	scaffold_8189	56001	57000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	56001	57000	NA	0	NA	NA	NA
Heron	scaffold_8189	56001	57000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	56001	57000	NA	0	NA	NA	NA
Chicken	scaffold_8189	56001	57000	NA	0	NA	NA	NA
Davies	scaffold_8189	56001	57000	NA	0	NA	NA	NA
Davies	scaffold_8189	57001	58000	NA	0	NA	NA	NA
Chicken	scaffold_8189	57001	58000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	57001	58000	NA	0	NA	NA	NA
Heron	scaffold_8189	57001	58000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	57001	58000	NA	0	NA	NA	NA
Lizard	scaffold_8189	57001	58000	NA	0	NA	NA	NA
Moore	scaffold_8189	57001	58000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	57001	58000	NA	0	NA	NA	NA
Moore	scaffold_8189	58001	59000	NA	0	NA	NA	NA
Lizard	scaffold_8189	58001	59000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	58001	59000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	58001	59000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	58001	59000	NA	0	NA	NA	NA
Chicken	scaffold_8189	58001	59000	NA	0	NA	NA	NA
Davies	scaffold_8189	58001	59000	NA	0	NA	NA	NA
Heron	scaffold_8189	58001	59000	NA	0	NA	NA	NA
Moore	scaffold_8189	59001	60000	NA	0	NA	NA	NA
Lizard	scaffold_8189	59001	60000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	59001	60000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	59001	60000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	59001	60000	NA	0	NA	NA	NA
Chicken	scaffold_8189	59001	60000	NA	0	NA	NA	NA
Davies	scaffold_8189	59001	60000	NA	0	NA	NA	NA
Heron	scaffold_8189	59001	60000	NA	0	NA	NA	NA
Davies	scaffold_8189	60001	61000	NA	0	NA	NA	NA
Chicken	scaffold_8189	60001	61000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	60001	61000	NA	0	NA	NA	NA
Heron	scaffold_8189	60001	61000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	60001	61000	NA	0	NA	NA	NA
Lizard	scaffold_8189	60001	61000	NA	0	NA	NA	NA
Moore	scaffold_8189	60001	61000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	60001	61000	NA	0	NA	NA	NA
Lizard	scaffold_8189	61001	62000	NA	0	NA	NA	NA
Moore	scaffold_8189	61001	62000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	61001	62000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	61001	62000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	61001	62000	NA	0	NA	NA	NA
Chicken	scaffold_8189	61001	62000	NA	0	NA	NA	NA
Davies	scaffold_8189	61001	62000	NA	0	NA	NA	NA
Heron	scaffold_8189	61001	62000	NA	0	NA	NA	NA
Davies	scaffold_8189	62001	63000	NA	0	NA	NA	NA
Chicken	scaffold_8189	62001	63000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	62001	63000	NA	0	NA	NA	NA
Heron	scaffold_8189	62001	63000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	62001	63000	NA	0	NA	NA	NA
Lizard	scaffold_8189	62001	63000	NA	0	NA	NA	NA
Moore	scaffold_8189	62001	63000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	62001	63000	NA	0	NA	NA	NA
Moore	scaffold_8189	63001	64000	NA	0	NA	NA	NA
Lizard	scaffold_8189	63001	64000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	63001	64000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	63001	64000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	63001	64000	NA	0	NA	NA	NA
Chicken	scaffold_8189	63001	64000	NA	0	NA	NA	NA
Davies	scaffold_8189	63001	64000	NA	0	NA	NA	NA
Heron	scaffold_8189	63001	64000	NA	0	NA	NA	NA
Moore	scaffold_8189	64001	65000	NA	0	NA	NA	NA
Lizard	scaffold_8189	64001	65000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	64001	65000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	64001	65000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	64001	65000	NA	0	NA	NA	NA
Chicken	scaffold_8189	64001	65000	NA	0	NA	NA	NA
Davies	scaffold_8189	64001	65000	NA	0	NA	NA	NA
Heron	scaffold_8189	64001	65000	NA	0	NA	NA	NA
Davies	scaffold_8189	65001	66000	NA	0	NA	NA	NA
Chicken	scaffold_8189	65001	66000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	65001	66000	NA	0	NA	NA	NA
Heron	scaffold_8189	65001	66000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	65001	66000	NA	0	NA	NA	NA
Lizard	scaffold_8189	65001	66000	NA	0	NA	NA	NA
Moore	scaffold_8189	65001	66000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	65001	66000	NA	0	NA	NA	NA
Lizard	scaffold_8189	66001	67000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	66001	67000	NA	0	NA	NA	NA
Moore	scaffold_8189	66001	67000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	66001	67000	NA	0	NA	NA	NA
Heron	scaffold_8189	66001	67000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	66001	67000	NA	0	NA	NA	NA
Chicken	scaffold_8189	66001	67000	NA	0	NA	NA	NA
Davies	scaffold_8189	66001	67000	NA	0	NA	NA	NA
Davies	scaffold_8189	67001	68000	NA	0	NA	NA	NA
Chicken	scaffold_8189	67001	68000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	67001	68000	NA	0	NA	NA	NA
Heron	scaffold_8189	67001	68000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	67001	68000	NA	0	NA	NA	NA
Lizard	scaffold_8189	67001	68000	NA	0	NA	NA	NA
Moore	scaffold_8189	67001	68000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	67001	68000	NA	0	NA	NA	NA
Moore	scaffold_8189	68001	69000	NA	0	NA	NA	NA
Lizard	scaffold_8189	68001	69000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	68001	69000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	68001	69000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	68001	69000	NA	0	NA	NA	NA
Chicken	scaffold_8189	68001	69000	NA	0	NA	NA	NA
Davies	scaffold_8189	68001	69000	NA	0	NA	NA	NA
Heron	scaffold_8189	68001	69000	NA	0	NA	NA	NA
Moore	scaffold_8189	69001	70000	NA	0	NA	NA	NA
Lizard	scaffold_8189	69001	70000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	69001	70000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	69001	70000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	69001	70000	NA	0	NA	NA	NA
Chicken	scaffold_8189	69001	70000	NA	0	NA	NA	NA
Davies	scaffold_8189	69001	70000	NA	0	NA	NA	NA
Heron	scaffold_8189	69001	70000	NA	0	NA	NA	NA
Davies	scaffold_8189	70001	71000	NA	0	NA	NA	NA
Chicken	scaffold_8189	70001	71000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	70001	71000	NA	0	NA	NA	NA
Heron	scaffold_8189	70001	71000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	70001	71000	NA	0	NA	NA	NA
Lizard	scaffold_8189	70001	71000	NA	0	NA	NA	NA
Moore	scaffold_8189	70001	71000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	70001	71000	NA	0	NA	NA	NA
Lizard	scaffold_8189	71001	72000	NA	0	NA	NA	NA
Moore	scaffold_8189	71001	72000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	71001	72000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	71001	72000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	71001	72000	NA	0	NA	NA	NA
Chicken	scaffold_8189	71001	72000	NA	0	NA	NA	NA
Davies	scaffold_8189	71001	72000	NA	0	NA	NA	NA
Heron	scaffold_8189	71001	72000	NA	0	NA	NA	NA
Davies	scaffold_8189	72001	73000	NA	0	NA	NA	NA
Chicken	scaffold_8189	72001	73000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	72001	73000	NA	0	NA	NA	NA
Heron	scaffold_8189	72001	73000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	72001	73000	NA	0	NA	NA	NA
Lizard	scaffold_8189	72001	73000	NA	0	NA	NA	NA
Moore	scaffold_8189	72001	73000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	72001	73000	NA	0	NA	NA	NA
Moore	scaffold_8189	73001	74000	NA	0	NA	NA	NA
Lizard	scaffold_8189	73001	74000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	73001	74000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	73001	74000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	73001	74000	NA	0	NA	NA	NA
Chicken	scaffold_8189	73001	74000	NA	0	NA	NA	NA
Davies	scaffold_8189	73001	74000	NA	0	NA	NA	NA
Heron	scaffold_8189	73001	74000	NA	0	NA	NA	NA
Moore	scaffold_8189	74001	75000	NA	0	NA	NA	NA
Lizard	scaffold_8189	74001	75000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	74001	75000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	74001	75000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	74001	75000	NA	0	NA	NA	NA
Chicken	scaffold_8189	74001	75000	NA	0	NA	NA	NA
Davies	scaffold_8189	74001	75000	NA	0	NA	NA	NA
